"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2010","2010",967.70224,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2011","2011",1126.21093,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2012","2012",1425.83639,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2013","2013",1513.96395,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2014","2014",1558.65881,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2015","2015",1413.71211,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2016","2016",1773.874,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MNG","Mongolia","2017","2017",1474.67844,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAR","Morocco","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAR","Morocco","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAR","Morocco","2012","2012",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAR","Morocco","2013","2013",,"a","Category not applicable"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TUN","Tunisia","2010","2010",1940.87279,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TUN","Tunisia","2012","2012",1976.842,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TUN","Tunisia","2013","2013",2060.3142,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TUN","Tunisia","2014","2014",1966.80498,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TUN","Tunisia","2015","2015",1899.89894,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2012","2012",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2013","2013",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2014","2014",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2016","2016",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2017","2017",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ARM","Armenia","2020","2020",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2010","2010",126.97317,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2011","2011",157.38755,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2012","2012",268.04879,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2013","2013",361.40672,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2014","2014",499.5956,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2015","2015",440.76252,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2016","2016",454.49385,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2017","2017",507.35385,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2018","2018",575.40149,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DOM","Dominican Republic","2019","2019",630.12831,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2010","2010",27157.82967,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2011","2011",29318.74427,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2012","2012",31476.66779,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2013","2013",34759.49204,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2014","2014",36877.35188,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2015","2015",41539.54653,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2016","2016",41557.24117,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2017","2017",46230.51006,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BRA","Brazil","2018","2018",43309.66298,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","RUS","Russian Federation","2012","2012",11325.15427,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","RUS","Russian Federation","2013","2013",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","RUS","Russian Federation","2015","2015",12304.07232,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","RUS","Russian Federation","2016","2016",11227.2083,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","RUS","Russian Federation","2017","2017",16559.09218,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","RUS","Russian Federation","2018","2018",166655.57947,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2010","2010",5778.93586,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2011","2011",5847.80348,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2012","2012",7107.48771,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2013","2013",7325.02076,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2014","2014",7037.37987,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2015","2015",6793.82445,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2016","2016",6644.69827,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2017","2017",6912.23774,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","DEU","Germany","2018","2018",7026.71005,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BDI","Burundi","2010","2010",43.84351,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BDI","Burundi","2011","2011",26.98557,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BDI","Burundi","2012","2012",56.29017,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BDI","Burundi","2013","2013",17.94015,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BEN","Benin","2010","2010",146.30688,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BEN","Benin","2012","2012",242.43538,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BEN","Benin","2013","2013",206.30323,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BEN","Benin","2014","2014",201.69488,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BEN","Benin","2015","2015",224.21984,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2010","2010",3504.97989,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2011","2011",3045.10656,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2012","2012",3792.00762,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2013","2013",4195.5406,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2014","2014",4418.19984,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2015","2015",3670.84563,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2016","2016",4472.7904,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2017","2017",4597.86184,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CIV","Côte d'Ivoire","2018","2018",4186.48695,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","OMN","Oman","2013","2013",6185.67467,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2010","2010",28127.94934,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2011","2011",28650.30786,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2013","2013",21228.37213,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2014","2014",27202.15739,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2015","2015",27418.75126,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2016","2016",27396.60558,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2017","2017",28352.2756,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CAN","Canada","2018","2018",28806.50563,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2010","2010",212.62406,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2011","2011",237.11105,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2012","2012",256.55797,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2013","2013",318.398,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2014","2014",233.91958,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2015","2015",241.31401,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2016","2016",175.98051,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2017","2017",175.98197,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2018","2018",188.29961,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GTM","Guatemala","2019","2019",176.05531,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2010","2010",208.58579,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2012","2012",217.18074,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2013","2013",234.98927,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2014","2014",72.35775,,
